No.,Title,Author(s),Language,Game type,Duration,Min. number of players,Max. number of players,Entry threshold,Prerequisites,Link,Hashtags
248,The last adventure,Max Møller,DA,chamber larp,2-4h,4,4,2,2,https://www.dropbox.com/s/6wk3n6tyfom3h9r/The%20last%20adventure.zip?dl=0,"#family
#alcoholism
"
249,The Kick Inside,"Martin Rother-Schirren
Kristoffer Lindh",EN,chamber larp,2-4h,12,12,2,2,https://www.dropbox.com/s/hf6lfx1ws8jpget/The%20Kick%20inside.zip?dl=0,#10plus
250,The Family,Max Møller,DA,chamber larp,2-4h,4,4,2,2,https://www.dropbox.com/s/1x7p1zopd39j9fz/The%20family.zip?dl=0,#family
251,The Journey,Fredrik Åkerlind,EN,jeepform,2-4h,4,4,2,2,https://www.dropbox.com/s/ig6889g8rp4ygeu/The%20Journey.zip?dl=0,#journey
252,The Journey,Fredrik Åkerlind,SV,jeepform,2-4h,4,4,2,2,https://www.dropbox.com/s/s3ts0k3eossay8k/Resan.zip?dl=0,#journey
253,The Day Before Yesterday,Kajsa Greger,SV,chamber larp,2-4h,4,4,2,2,https://stockholmscenariofestival.files.wordpress.com/2013/08/final.pdf,
254,The Curse,Lizzie Stark,EN,chamber larp,2-4h,4,4,2,2,https://stockholmscenariofestival.files.wordpress.com/2013/08/thecurse_v6.pdf,#cancer
255,Tango nights,Gunnar Söderberg,SV,chamber larp,2-4h,5,5,2,2,https://www.dropbox.com/s/typ5sjdafbmbgz0/Tango%20nights.zip?dl=0,
256,What Is Love?,"Tova Gerge
Mikael Hansén Goobar",EN,chamber larp,2-4h,10,10,2,2,https://www.dropbox.com/s/2k1q4habffs927m/What%20is%20love%20English.zip?dl=0,"#music
#dance"
257,What Is Love?,"Tova Gerge
Mikael Hansén Goobar",SV,chamber larp,2-4h,10,10,2,2,https://www.dropbox.com/s/7a16m5ekjfmh6lv/What%20is%20love%20Svenska.zip?dl=0,"#music
#dance"
258,The Testimony,"Susanne Gräslund
Anders Hultman",EN,nano-larp,<2h,4,4,2,2,https://stockholmscenariofestival.files.wordpress.com/2018/11/the-testimony.pdf,"#antisemitism
#jews
#war
#pogrom"
259,The Testimony,"Susanne Gräslund
Anders Hultman",SV,nano-larp,<2h,4,4,2,2,https://stockholmscenariofestival.files.wordpress.com/2015/08/vittnesmc3a5l.pdf,"#antisemitism
#jews
#war
#pogrom"
260,The Black Pram,Alex Uth,EN,chamber larp,2-4h,4,4,2,2,https://www.dropbox.com/s/yvuvibc3kwjlxfb/The%20Black%20Pram.zip?dl=0,"#horror
#miscarriage"
261,Prosthetics,"Kristoffer Lindh
Amelie Rother-Shirren",EN,chamber larp,2-4h,6,12,2,1,https://stockholmscenariofestival.files.wordpress.com/2015/08/prosthetics.pdf,#10plus
262,"Mom, Dad & Sophie","Stefan Skriver Lægteskov
Kristian Bach Petersen",EN,nano-larp,<2h,3,3,2,1,https://www.dropbox.com/s/bx11c8t541pgd1d/Mom%2C%20Dad%20and%20Sophie.zip?dl=0,#divorce
263,Making Silence / Breaking Silence,Tayler Stokes,EN,chamber larp,2-4h,4,6,2,1,https://www.dropbox.com/s/grcvc61n2toz450/Making%20Silence%20Breaking%20Silence.zip?dl=0,#domesticviolence
264,Love in the Age of Debasement,"Erlend Eidsem Hansen
Geir Tore Brekke",EN,experimental larp,2-4h,20,20,2,2,http://larpfactorybookproject.blogspot.com/2013/10/love-in-age-of-debasement.html,"#10plus
#relationship"
265,Easter – a Tragedy,Tim Slumstrup Aunkilde,EN,nano-larp,<2h,4,4,2,2,https://stockholmscenariofestival.files.wordpress.com/2015/08/easter-a-tragdy.pdf,#family
266,Distance,Morten Jaeger,EN,chamber larp,2-4h,3,3,2,2,https://stockholmscenariofestival.files.wordpress.com/2015/08/afstand_mortenjaeger_english4.pdf,"#war
#women
#relationship
#family"
267,Deranged,"Maria Bergmann Hamming
Jeppe Bergmann Hamming",EN,chamber larp,2-4h,4,4,2,2,https://stockholmscenariofestival.files.wordpress.com/2015/08/deranged.pdf,#music
268,Beyond the Barricades,"Eva Wei
Rosalind Göthberg",SV,chamber larp,2-4h,10,10,2,2,https://stockholmscenariofestival.files.wordpress.com/2015/08/barrikaderna-scenariot.pdf,"#historical
#revolution"
269,We Were W.A.S.P.,Ann Eriksen,EN,chamber larp,2-4h,4,4,2,2,https://stockholmscenariofestival.files.wordpress.com/2014/08/www-english.pdf,"#war
#women
#WASP"
270,Under my skin,Emily Care Boss,EN,chamber larp,4-6h,4,8,2,3,https://scenariofestival.se/archive/scenarios-2014/under-my-skin/,"#love
#relationship
#sex"
271,The Hospitality,"Tova Gerge, Ebba Petrén
Gabriel Widing",EN,chamber larp,2-4h,9,27,2,3,https://scenariofestival.se/archive/scenarios-2014/the-hospitality/,"#10plus
#SF"
272,Paninaro,"Kristian Bach Petersen
Oliver Nøglebæk",EN,chamber larp,2-4h,3,4,2,2,https://stockholmscenariofestival.files.wordpress.com/2014/08/paninaro-english-version.pdf,"#comedy
#fashion"
273,Makbet,"Elsa Helin
Joel Grimm",SV,chamber larp,2-4h,7,13,2,2,https://stockholmscenariofestival.files.wordpress.com/2014/08/macbeth.pdf,"#10plus
#shakespear"
274,Let the world burn,Peter Fallesen,EN,chamber larp,2-4h,5,5,2,2,https://stockholmscenariofestival.files.wordpress.com/2014/08/lettheworldburn.pdf,#love
275,I Say a Little Prayer,Tor Kjetil Edland,EN,chamber larp,2-4h,5,5,2,2,https://stockholmscenariofestival.files.wordpress.com/2014/08/i-say-a-little-prayer.pdf,"#AIDS
#LGBT"
276,I love Ana,Frederik Berg,EN,jeepform,<2h,4,12,2,2,https://stockholmscenariofestival.files.wordpress.com/2014/08/i-love-ana_print.pdf,"#love
#anorexia
#10plus"
277,Dementia,Siri Sandquist,EN,nano-larp,<2h,6,8,2,2,https://stockholmscenariofestival.files.wordpress.com/2014/08/dementia.pdf,"#oldage
#dementia
#memories"
278,600,Jonas Trier-Knudsen,EN,nano-larp,<2h,4,4,2,1,https://stockholmscenariofestival.files.wordpress.com/2014/08/600_en-edition.pdf,#porn
279,Your will be done,Caroline Sjövall,SV,nano-larp,<2h,8,8,2,2,https://stockholmscenariofestival.files.wordpress.com/2016/08/ske-i-din-vilje-inklusive-alla-scener.pdf,
280,XY,Frederik Berg,EN,jeepform,2-4h,4,8,2,1,https://stockholmscenariofestival.files.wordpress.com/2016/08/xy.pdf,"#emotions
#feminism"
281,Wilt,"Mads Jøns Frausig
Karete Jacobsen Meland",EN,chamber larp,2-4h,14,14,2,2,https://stockholmscenariofestival.files.wordpress.com/2016/08/wilt-larpscript.pdf,"#relationship
#breakup
#grief
#10plus"
282,Willful Disregard, Anna Westerling,EN,nano-larp,<2h,2,2,1,1,https://stockholmscenariofestival.files.wordpress.com/2016/08/willful-disregard.pdf,"#love
#relationship"
283,Who is Normal?,"Frida Karlsson Lindgren
Jonatan Gedda",EN,nano-larp,<2h,12,16,1,1,https://stockholmscenariofestival.files.wordpress.com/2016/08/who-is-normal.pdf,#10plus
284,Until We Find Him,"Rasmus Troelsen
Anders Troelsen",EN,chamber larp,2-4h,3,3,2,2,https://stockholmscenariofestival.files.wordpress.com/2016/07/until-we-find-him.pdf,"#past
#family"
285,Until We Find Him,"Rasmus Troelsen
Anders Troelsen",DA,chamber larp,2-4h,3,3,2,2,https://stockholmscenariofestival.files.wordpress.com/2016/07/until-we-find-him.pdf,"#past
#family"
286,Tour of Duty,Moyra Turkington,EN,nano-larp,<2h,2,5,2,1,https://stockholmscenariofestival.files.wordpress.com/2016/08/tour-of-duty.pdf,"#military
#women
#rape"
287,The Grey Zone,Siri Sandquist,EN,nano-larp,<2h,3,5,2,1,https://stockholmscenariofestival.files.wordpress.com/2016/08/the-grey-zone.pdf,"#rape
#relationship
#sex"
288,The Circle of Life,"Emelie Klanac
Sally Ståhl",EN,chamber larp,2-4h,7,7,2,2,https://scenariofestival.se/archive/scenarios-2016/the-circle-of-life/,"#thelionking
#power"
289,So Mom I Made This Sex Tape,Susanne Vejdemo,EN,nano-larp,<2h,3,5,2,1,https://stockholmscenariofestival.files.wordpress.com/2016/08/so-mom-ive-made-this-sex-tape.pdf,"#feminism
#porn
#family"
